actor1,actor2,weight
32,3086,7.958333333333333
33,329,8.583333333333334
33,1001,8.583333333333334
33,1451,8.583333333333334
33,1978,8.583333333333334
33,3069,8.583333333333334
34,353,8.375
34,493,8.375
34,731,8.375
34,1440,9.083333333333334
34,1448,8.375
34,1478,9.083333333333334
34,2498,9.083333333333334
34,2514,9.083333333333334
34,2824,9.083333333333334
35,1711,9.25
35,1906,9.25
35,1963,9.25
35,2057,9.25
35,2850,9.25
36,399,9.625
36,516,9.625
36,1000,9.625
36,1321,9.625
36,2867,9.625
37,168,8.833333333333334
37,194,8.916666666666666
37,212,8.05
37,246,8.833333333333334
37,561,8.05
37,682,8.833333333333334
37,1001,8.916666666666666
37,1229,8.916666666666666
37,1452,8.05
37,1891,8.05
37,1998,8.833333333333334
37,2078,8.833333333333334
37,2459,8.05
37,2592,8.916666666666666
37,2842,8.916666666666666
38,154,6.625
38,628,6.625
38,1020,6.625
38,2394,6.625
38,2531,6.625
41,884,7.5
41,1607,7.5
41,1669,7.5
41,1858,7.5
41,2278,7.5
43,1273,7.5
43,1355,7.5
43,2300,7.5
43,2540,7.5
43,2590,7.5
45,953,9.0
45,1383,8.357142857142858
45,1926,8.357142857142858
45,1996,8.357142857142858
45,2035,9.0
45,2110,9.0
45,2582,9.0
45,2705,8.357142857142858
45,2875,8.357142857142858
46,255,6.791666666666667
46,1111,6.791666666666667
46,1746,6.791666666666667
46,2437,6.791666666666667
46,2686,6.791666666666667
47,55,8.208333333333334
47,144,8.208333333333334
47,217,10.0
47,546,8.708333333333334
47,649,9.541666666666666
47,666,8.208333333333334
47,1185,8.708333333333334
47,1210,9.541666666666666
47,1236,9.541666666666666
47,1319,8.208333333333334
47,1377,8.708333333333334
47,1382,8.708333333333334
47,1399,8.708333333333334
47,1518,8.208333333333334
47,1762,9.541666666666666
47,1839,10.0
47,1850,10.0
47,2057,10.0
47,2575,10.0
47,2749,9.541666666666666
48,274,7.111111111111111
48,1097,7.111111111111111
48,1572,7.111111111111111
48,1577,7.111111111111111
49,303,9.75
49,368,9.125
49,415,9.208333333333334
49,608,9.125
49,758,9.75
49,853,9.208333333333334
49,890,9.75
49,1333,9.125
49,1364,9.208333333333334
49,1434,9.125
49,1462,9.75
49,2046,9.208333333333334
49,2066,9.75
49,2725,9.125
49,2877,9.208333333333334
50,94,8.75
50,453,8.1875
50,585,8.1875
50,635,8.1875
50,1403,8.1875
50,1693,8.75
50,1874,8.75
50,2113,8.75
50,2609,8.75
50,2792,8.1875
51,191,8.0
51,192,8.0
51,1219,8.0
52,638,7.541666666666667
52,759,7.541666666666667
52,870,7.541666666666667
52,904,8.375
52,953,8.375
52,2515,6.708333333333333
54,308,6.65
54,363,6.65
54,855,6.65
54,1002,6.65
54,3058,6.65
55,140,9.458333333333334
55,144,8.208333333333334
55,666,8.208333333333334
55,754,9.458333333333334
55,903,8.458333333333334
55,1023,6.041666666666667
55,1319,8.208333333333334
55,1354,9.458333333333334
55,1364,6.041666666666667
55,1518,8.208333333333334
55,1614,6.041666666666667
55,1784,9.458333333333334
55,1850,8.458333333333334
55,2210,6.041666666666667
55,2285,8.458333333333334
55,2354,8.458333333333334
55,2448,6.041666666666667
55,2836,9.458333333333334
56,346,8.75
56,598,8.916666666666666
56,713,8.75
56,769,8.916666666666666
56,1476,8.75
56,2366,8.916666666666666
56,2378,8.75
56,2678,8.916666666666666
56,2762,8.75
56,2765,8.916666666666666
57,150,8.166666666666666
57,531,8.166666666666666
57,1252,8.166666666666666
57,2258,8.166666666666666
57,2380,8.166666666666666
58,683,8.208333333333334
58,991,8.208333333333334
58,1212,8.208333333333334
58,1271,8.75
58,1320,8.75
58,1531,8.208333333333334
58,1643,8.208333333333334
58,1831,8.75
58,2484,8.75
58,2495,8.75
59,113,7.0
59,177,6.75
59,237,7.0
59,361,6.75
59,367,6.75
59,692,7.0
59,998,7.0
59,1131,7.0
59,1132,7.0
59,1519,7.0
59,1538,6.75
59,1721,6.75
59,1989,7.0
59,2007,7.0
59,2467,7.0
59,2920,7.0
60,433,6.166666666666667
60,629,8.375
60,740,9.0
60,755,8.0
60,902,8.375
60,1272,9.0
60,1976,7.25
60,2176,9.0
60,2319,6.166666666666667
60,2386,6.166666666666667
60,2429,6.166666666666667
60,2500,8.0
60,2669,7.25
60,2778,8.375
60,2791,7.25
60,2831,9.0
60,2890,8.0
60,2902,7.25
60,3001,8.0
60,3051,8.0
61,159,9.833333333333334
61,917,9.833333333333334
61,1595,9.833333333333334
61,2536,9.833333333333334
61,2695,9.833333333333334
62,351,9.166666666666666
62,412,9.166666666666666
62,1116,9.166666666666666
62,1311,9.166666666666666
62,2507,9.166666666666666
63,518,6.625
63,1028,6.625
63,1504,6.625
63,2670,6.625
63,3053,6.625
64,253,8.0
64,1492,8.0
64,1623,8.0
64,2788,8.0
64,2874,8.0
65,577,9.5
65,765,9.375
65,1105,8.041666666666666
65,1128,9.375
65,1312,9.5
65,1316,8.041666666666666
65,1345,8.041666666666666
65,1866,9.5
65,1978,9.5
65,2154,8.041666666666666
65,2486,9.375
65,2553,9.5
65,2648,8.041666666666666
65,2950,9.375
65,2986,9.375
66,144,9.041666666666666
66,217,9.041666666666666
66,221,8.25
66,266,8.875
66,334,9.25
66,457,8.25
66,915,9.041666666666666
66,1042,8.333333333333334
66,1043,8.333333333333334
66,1084,9.75
66,1088,8.25
66,1109,9.25
66,1215,9.75
66,1328,8.875
66,1724,8.25
66,1833,8.333333333333334
66,1908,9.25
66,1933,9.75
66,2009,9.041666666666666
66,2039,9.25
66,2078,9.75
66,2184,8.875
66,2194,8.333333333333334
66,2365,8.25
66,2495,8.333333333333334
66,2674,8.875
66,2727,8.875
66,2761,9.75
66,2930,9.041666666666666
66,3080,9.25
67,328,6.863636363636363
67,355,6.583333333333333
67,885,6.863636363636363
67,1025,7.375
67,1111,7.375
67,1204,6.583333333333333
67,1355,9.25
67,1394,6.863636363636363
67,1451,9.25
67,1841,7.214285714285714
67,1898,7.214285714285714
67,1947,6.583333333333333
67,2081,6.583333333333333
67,2251,9.25
67,2725,6.583333333333333
67,2862,7.375
67,2906,9.25
67,3088,9.25
68,741,8.041666666666666
68,883,8.041666666666666
68,1486,8.041666666666666
68,2005,8.041666666666666
68,2723,8.041666666666666
70,598,9.5
70,687,9.5
70,1848,9.5
70,2624,9.5
70,2817,9.5
72,562,8.642857142857142
72,965,7.785714285714286
72,1636,7.785714285714286
72,1996,8.642857142857142
72,2010,8.642857142857142
72,2053,7.785714285714286
72,2315,7.785714285714286
72,2328,7.785714285714286
72,2822,8.642857142857142
73,139,8.708333333333334
73,1353,8.708333333333334
73,2597,8.708333333333334
73,2782,8.708333333333334
73,2912,8.708333333333334
74,1369,8.7
74,2916,8.7
75,113,7.9
75,413,8.60344827586207
75,578,8.708333333333334
75,758,8.083333333333334
75,1367,8.083333333333334
75,1375,7.9
75,1389,8.083333333333334
75,1395,8.791666666666666
75,1399,8.75
75,1462,7.9
75,1633,8.083333333333334
75,1691,8.708333333333334
75,2193,8.791666666666666
75,2217,8.75
75,2928,8.083333333333334
77,612,8.416666666666666
77,751,8.416666666666666
77,1125,8.416666666666666
77,1220,8.416666666666666
77,1229,8.416666666666666
78,86,2.0
78,426,6.0
78,434,6.0
78,788,2.0
78,1566,8.0
78,1720,2.0
78,1744,8.0
78,1996,8.0
78,2093,6.0
78,2149,6.0
78,2732,8.0
78,2733,6.0
78,2811,2.0
78,2820,2.0
78,2859,8.0
79,87,8.416666666666666
79,201,5.5
79,237,8.0
79,695,8.416666666666666
79,943,8.416666666666666
79,989,5.5
79,1066,7.25
79,1191,8.0
79,1324,7.25
79,1368,5.5
79,1855,5.5
79,1908,8.0
79,2039,8.416666666666666
79,2053,7.25
79,2506,8.0
79,2872,5.5
79,2890,8.416666666666666
79,2942,8.0
79,3007,7.25
80,884,9.6
80,2379,9.6
80,2838,9.6
80,3015,9.6
81,1267,7.388888888888889
81,1486,7.388888888888889
81,1627,7.388888888888889
81,2053,7.388888888888889
81,2101,7.388888888888889
82,691,9.208333333333334
82,912,9.208333333333334
82,985,8.666666666666666
82,1077,9.208333333333334
82,1347,8.666666666666666
82,1903,9.208333333333334
82,2067,8.666666666666666
82,2235,8.666666666666666
82,2494,9.208333333333334
82,2941,8.666666666666666
85,873,6.6875
85,1152,6.6875
85,1568,6.6875
85,2084,6.6875
85,2905,6.6875
86,481,8.333333333333334
86,788,2.0
86,1020,8.333333333333334
86,1372,8.333333333333334
86,1720,2.0
86,2177,8.333333333333334
86,2304,8.333333333333334
86,2811,2.0
86,2820,2.0
87,541,9.375
87,695,8.416666666666666
87,781,10.0
87,943,8.416666666666666
87,1113,9.125
87,1283,9.125
87,1601,9.375
87,1673,9.125
87,1847,10.0
87,1880,10.0
87,1936,10.0
87,2039,8.416666666666666
87,2221,9.375
87,2327,9.375
87,2701,10.0
87,2838,9.125
87,2890,8.416666666666666
87,2891,9.375
87,3008,9.125
88,983,4.0
88,1661,4.0
88,1979,4.333333333333333
88,1993,4.333333333333333
88,2049,4.333333333333333
88,2171,4.333333333333333
88,2537,4.0
88,2920,4.0
89,204,8.166666666666666
89,246,9.041666666666666
89,940,9.041666666666666
89,1669,8.166666666666666
89,1766,8.166666666666666
89,1877,10.0
89,2019,9.041666666666666
89,2251,9.041666666666666
89,2484,10.0
89,2615,10.0
89,2725,8.166666666666666
89,2838,9.041666666666666
89,2941,10.0
89,2965,8.166666666666666
89,2977,10.0
90,374,8.875
90,468,9.666666666666666
90,695,8.1
90,707,8.875
90,890,9.666666666666666
90,1118,8.1
90,1197,8.875
90,1210,8.875
90,1683,8.1
90,1931,8.1
90,2484,8.1
90,2597,8.875
90,2789,9.666666666666666
90,2792,9.666666666666666
90,3088,9.666666666666666
91,321,9.916666666666666
91,515,8.875
91,1095,9.2
91,1106,8.875
91,1333,8.875
91,1557,8.875
91,2053,9.916666666666666
91,2236,9.2
91,2348,8.875
91,2355,9.916666666666666
91,2494,9.916666666666666
91,2522,9.2
91,2761,9.590909090909092
91,3035,9.2
92,111,9.25
92,296,6.0
92,475,8.333333333333334
92,488,8.25
92,663,9.125
92,890,9.208333333333334
92,903,7.75
92,925,8.333333333333334
92,948,7.75
92,968,9.125
92,1002,9.416666666666666
92,1144,9.25
92,1212,8.333333333333334
92,1218,9.458333333333334
92,1225,6.0
92,1237,9.125
92,1301,9.208333333333334
92,1303,8.333333333333334
92,1321,9.125
92,1382,6.0
92,1434,9.208333333333334
92,1466,9.458333333333334
92,1479,9.25
92,1616,8.25
92,1619,9.208333333333334
92,1691,7.75
92,1747,8.25
92,1877,9.416666666666666
92,2050,8.333333333333334
92,2147,7.75
92,2157,8.25
92,2162,6.0
92,2436,9.416666666666666
92,2460,6.0
92,2475,9.25
92,2479,9.125
92,2483,9.458333333333334
92,2665,9.25
92,2694,8.25
92,2757,9.458333333333334
92,2764,9.458333333333334
92,2775,7.75
92,2882,9.416666666666666
92,2907,9.208333333333334
92,2945,9.416666666666666
93,1122,8.875
93,1284,8.875
93,2757,8.875
93,2803,8.875
93,2919,8.875
94,116,8.5
94,683,8.5
94,794,6.0
94,955,6.0
94,1098,8.75
94,1233,8.75
94,1502,8.5
94,1636,6.0
94,1693,8.75
94,1697,8.5
94,1748,6.0
94,1874,8.75
94,2083,8.5
94,2113,8.75
94,2338,8.75
94,2609,8.75
94,2761,8.75
94,2787,8.538461538461538
95,493,9.0
95,794,8.875
95,862,9.0
95,1253,9.0
95,1987,8.875
95,2514,9.0
95,2727,8.875
95,2760,8.875
95,2761,8.875
95,2762,9.0
96,619,8.5
96,750,8.5
96,2085,8.5
96,2442,8.5
98,1463,7.5
98,2245,7.5
98,2351,7.5
98,2685,7.5
98,3078,7.5
99,470,8.166666666666666
99,694,8.166666666666666
99,739,8.166666666666666
99,2013,8.166666666666666
99,2232,8.166666666666666
100,114,7.916666666666667
100,214,8.0
100,261,4.0
100,287,4.0
100,295,8.791666666666666
100,556,7.916666666666667
100,1040,6.666666666666667
100,1072,6.666666666666667
100,1084,6.666666666666667
100,1176,8.0
100,1437,7.916666666666667
100,1557,8.791666666666666
100,1584,7.916666666666667
100,1636,6.666666666666667
100,1653,8.0
100,2099,4.0
100,2178,7.916666666666667
100,2200,8.0
100,2230,4.0
100,2365,8.791666666666666
100,2385,8.0
100,2535,8.791666666666666
100,2616,4.0
100,2716,6.666666666666667
100,3007,8.791666666666666
101,350,7.0
101,438,8.833333333333334
101,899,8.833333333333334
101,975,7.0
101,1166,8.833333333333334
101,1634,7.0
101,1948,7.0
101,2059,8.833333333333334
101,2550,8.833333333333334
101,2880,7.0
102,546,8.916666666666666
102,1061,8.916666666666666
102,1669,8.916666666666666
102,2468,8.916666666666666
102,2931,8.916666666666666
103,769,9.125
103,1758,9.125
103,1790,9.125
103,1907,9.125
104,112,9.416666666666666
104,261,8.4375
104,290,9.458333333333334
104,321,9.166666666666666
104,429,9.75
104,516,9.166666666666666
104,709,8.625
104,1053,8.4375
104,1197,9.666666666666666
104,1680,9.166666666666666
104,1762,9.666666666666666
104,1776,8.625
104,2054,8.625
104,2133,8.4375
104,2184,9.666666666666666
104,2201,8.4375
104,2338,8.625
104,2355,8.4375
104,2475,9.75
104,2483,8.625
104,2493,9.75
104,2700,9.666666666666666
105,596,9.0
105,615,9.875
105,969,8.958333333333334
105,1324,8.958333333333334
105,1381,9.0
105,1412,8.958333333333334
105,1423,9.875
105,1614,9.875
105,1719,8.958333333333334
105,1947,9.0
105,2285,9.875
105,2422,8.958333333333334
105,2479,9.875
105,2484,9.0
105,2486,9.0
106,253,8.083333333333334
106,627,7.541666666666667
106,880,8.6875
106,895,8.6875
106,1103,8.083333333333334
106,1348,7.541666666666667
106,1739,7.541666666666667
106,1876,8.083333333333334
106,2132,8.6875
106,2137,8.083333333333334
106,2266,8.6875
106,2497,7.541666666666667
106,2691,7.8125
106,3055,8.6875
107,456,8.875
107,704,8.583333333333334
107,984,8.583333333333334
107,1189,9.333333333333334
107,1445,8.875
107,1457,9.333333333333334
107,1587,8.583333333333334
107,1955,8.875
107,2019,9.333333333333334
107,2206,9.333333333333334
107,2356,8.875
107,2371,8.875
107,2417,8.583333333333334
107,2475,8.583333333333334
108,1092,6.5
108,2233,6.5
108,2471,6.5
108,2845,6.5
109,707,8.714285714285714
109,942,8.083333333333334
109,1125,8.083333333333334
109,1199,8.083333333333334
109,1312,8.083333333333334
109,1931,8.714285714285714
109,1978,8.714285714285714
109,2215,8.083333333333334
109,2482,8.714285714285714
109,2667,8.714285714285714
110,360,8.25
110,404,8.75
110,544,7.083333333333333
110,642,8.25
110,647,8.75
110,1040,8.25
110,1278,7.083333333333333
110,1500,8.25
110,1571,8.25
110,1666,7.083333333333333
110,1997,8.75
110,2086,7.083333333333333
110,2155,8.75
110,2371,8.75
110,2392,7.083333333333333
111,147,8.791666666666666
111,256,8.416666666666666
111,275,8.416666666666666
111,327,9.583333333333334
111,401,9.333333333333334
111,463,8.791666666666666
111,530,9.583333333333334
111,550,9.333333333333334
111,682,9.583333333333334
111,771,8.416666666666666
111,898,9.333333333333334
111,949,9.333333333333334
111,1042,8.75
111,1088,8.416666666666666
111,1144,9.25
111,1178,8.75
111,1324,8.791666666666666
111,1364,8.791666666666666
111,1479,9.25
111,1567,9.041666666666666
111,1724,9.333333333333334
111,1744,9.583333333333334
111,1910,8.75
111,1995,9.041666666666666
111,2138,8.416666666666666
111,2177,9.583333333333334
111,2393,8.791666666666666
111,2475,9.25
111,2533,8.75
111,2665,9.25
111,2794,9.041666666666666
111,2930,9.041666666666666
111,2942,9.041666666666666
112,116,9.416666666666666
112,146,9.166666666666666
112,181,9.166666666666666
112,194,8.125
112,290,9.166666666666666
112,321,9.291666666666666
112,516,9.166666666666666
112,560,9.166666666666666
112,582,9.0
112,593,9.625
112,614,8.9
112,622,8.9
112,713,9.625
112,729,9.1
112,943,9.541666666666666
112,1035,9.1
112,1042,9.416666666666666
112,1197,9.666666666666666
112,1204,9.416666666666666
112,1256,9.2
112,1266,9.541666666666666
112,1321,9.166666666666666
112,1326,9.416666666666666
112,1570,9.416666666666666
112,1623,9.416666666666666
112,1680,9.166666666666666
112,1682,9.416666666666666
112,1684,9.625
112,1726,9.1
112,1762,9.666666666666666
112,1944,9.0
112,1983,8.9
112,1987,9.416666666666666
112,2009,9.541666666666666
112,2103,9.625
112,2184,9.666666666666666
112,2194,9.625
112,2245,9.2
112,2309,8.125
112,2319,8.125
112,2436,9.416666666666666
112,2700,9.666666666666666
112,2770,8.9
112,2885,8.9
112,2897,8.125
112,2961,9.541666666666666
112,3043,9.541666666666666
112,3050,8.125
113,119,9.375
113,121,7.0
113,237,7.0
113,325,7.75
113,395,8.5
113,409,9.25
113,413,7.9
113,460,8.5
113,528,10.0
113,683,9.0
113,689,8.75
113,809,8.791666666666666
113,1027,8.791666666666666
113,1123,9.0
113,1125,7.75
113,1132,7.0
113,1221,7.0
113,1326,9.25
113,1375,7.9
113,1407,7.0
113,1462,7.9
113,1564,9.0
113,1568,8.75
113,1604,8.791666666666666
113,1673,9.0
113,1713,7.0
113,1750,9.375
113,1783,8.5
113,1800,10.0
113,1895,7.0
113,1899,8.5
113,1949,8.791666666666666
113,2024,8.791666666666666
113,2037,7.75
113,2088,9.25
113,2117,9.0
113,2120,7.892857142857143
113,2171,10.0
113,2338,8.4
113,2432,9.25
113,2436,9.375
113,2455,9.0
113,2467,7.0
113,2485,9.25
113,2594,9.375
113,2716,8.75
113,2854,10.0
113,2920,7.0
113,3025,8.75
114,556,7.916666666666667
114,1437,7.916666666666667
114,1584,7.916666666666667
114,2178,7.916666666666667
115,256,9.708333333333334
115,675,9.708333333333334
115,934,9.708333333333334
115,2226,9.708333333333334
115,2780,9.708333333333334
116,321,9.416666666666666
116,323,8.916666666666666
116,329,8.666666666666666
116,398,7.0
116,441,8.916666666666666
116,580,7.5
116,600,9.75
116,622,7.0
116,676,7.166666666666667
116,683,8.5
116,725,9.75
116,915,7.166666666666667
116,1042,9.416666666666666
116,1105,7.5
116,1109,8.352941176470589
116,1118,8.666666666666666
116,1167,7.5
116,1222,9.75
116,1265,7.166666666666667
116,1451,7.5
116,1482,8.666666666666666
116,1502,8.5
116,1623,9.416666666666666
116,1697,8.5
116,1987,9.416666666666666
